customer_id,order_id,order_date,sales,order_sequence
BF-11005,CA-2016-137729,"2016-05-05 00:00:00",246.168,3
BF-11005,US-2016-105452,"2016-07-28 00:00:00",24.7,4
BF-11005,US-2016-105452,"2016-07-28 00:00:00",302.72,5
BF-11005,CA-2017-103380,"2017-11-21 00:00:00",9.02,6
BF-11005,CA-2017-103380,"2017-11-21 00:00:00",56.56,7
BF-11005,CA-2017-103380,"2017-11-21 00:00:00",659.976,8
BF-11005,CA-2017-103380,"2017-11-21 00:00:00",8.62,9
BF-11005,CA-2017-103380,"2017-11-21 00:00:00",5.56,10
BF-11020,CA-2014-165568,"2014-02-15 00:00:00",21.36,1
BF-11020,CA-2015-145758,"2015-10-30 00:00:00",1035.8,2
BF-11020,CA-2016-159940,"2016-07-07 00:00:00",253.372,3
BF-11020,CA-2016-159940,"2016-07-07 00:00:00",23.688,4
BF-11020,CA-2016-159940,"2016-07-07 00:00:00",2.632,5
BF-11020,CA-2016-159940,"2016-07-07 00:00:00",60.288,6
BF-11020,CA-2016-156265,"2016-08-02 00:00:00",333.576,7
BF-11020,CA-2016-156265,"2016-08-02 00:00:00",136.464,8
BF-11020,CA-2016-156265,"2016-08-02 00:00:00",12.544,9
BF-11020,CA-2017-134495,"2017-04-01 00:00:00",20.808,10
BF-11020,CA-2017-134495,"2017-04-01 00:00:00",23.976,11
BF-11020,CA-2017-134495,"2017-04-01 00:00:00",6.264,12
BF-11020,CA-2017-134495,"2017-04-01 00:00:00",218.352,13
BF-11020,US-2017-124779,"2017-09-08 00:00:00",42.616,14
BF-11020,US-2017-124779,"2017-09-08 00:00:00",319.984,15
BF-11020,US-2017-124779,"2017-09-08 00:00:00",45.92,16
BF-11020,US-2017-124779,"2017-09-08 00:00:00",20.736,17
BF-11020,US-2017-124779,"2017-09-08 00:00:00",21.184,18
BF-11020,US-2017-124779,"2017-09-08 00:00:00",213.43,19
BF-11020,CA-2017-133333,"2017-09-18 00:00:00",22.72,20
BF-11020,CA-2017-114804,"2017-10-17 00:00:00",52.792,21
BF-11080,CA-2014-163013,"2014-11-28 00:00:00",14.67,1
BF-11080,CA-2017-140676,"2017-09-12 00:00:00",90.86,2
BF-11080,CA-2017-140676,"2017-09-12 00:00:00",39.9,3
BF-11080,CA-2017-140676,"2017-09-12 00:00:00",94.85,4
BF-11080,CA-2017-117128,"2017-12-05 00:00:00",11.07,5
BF-11080,CA-2017-117128,"2017-12-05 00:00:00",21.6,6
BF-11170,CA-2014-167724,"2014-04-13 00:00:00",7.83,1
BF-11170,CA-2014-110184,"2014-07-12 00:00:00",255.936,2
BF-11170,CA-2014-110184,"2014-07-12 00:00:00",249.75,3
BF-11170,US-2014-138247,"2014-12-24 00:00:00",173.656,4
BF-11170,US-2014-138247,"2014-12-24 00:00:00",361.96,5
BF-11170,US-2014-138247,"2014-12-24 00:00:00",20.34,6
BF-11170,US-2014-138247,"2014-12-24 00:00:00",818.376,7
BF-11170,US-2014-138247,"2014-12-24 00:00:00",23.99,8
BF-11170,US-2014-138247,"2014-12-24 00:00:00",62.85,9
BF-11170,CA-2015-145835,"2015-05-13 00:00:00",16,10
BF-11170,CA-2015-145835,"2015-05-13 00:00:00",222.384,11
BF-11170,US-2015-113327,"2015-05-26 00:00:00",18.272,12
BF-11170,US-2015-113327,"2015-05-26 00:00:00",12.224,13
BF-11170,US-2015-113327,"2015-05-26 00:00:00",153.728,14
BF-11170,US-2015-113327,"2015-05-26 00:00:00",167.944,15
BF-11170,CA-2016-159891,"2016-01-31 00:00:00",1270.99,16
BF-11170,CA-2016-159891,"2016-01-31 00:00:00",125.36,17
BF-11170,CA-2016-149111,"2016-04-17 00:00:00",18.624,18
BF-11170,CA-2016-149111,"2016-04-17 00:00:00",36.792,19
BF-11170,US-2016-120460,"2016-04-30 00:00:00",22.608,20
BF-11170,CA-2016-162348,"2016-11-10 00:00:00",9.98,21
BF-11170,US-2017-119039,"2017-03-06 00:00:00",14.976,22
BF-11170,CA-2017-151799,"2017-12-14 00:00:00",1199.98,23
BF-11170,CA-2017-151799,"2017-12-14 00:00:00",73.85,24
BF-11170,CA-2017-151799,"2017-12-14 00:00:00",25.71,25
BF-11170,CA-2017-151799,"2017-12-14 00:00:00",17.28,26
BF-11170,CA-2017-151799,"2017-12-14 00:00:00",526.582,27
BF-11215,CA-2014-103219,"2014-11-09 00:00:00",56.52,1
BF-11215,CA-2016-154662,"2016-06-09 00:00:00",692.94,2
BF-11215,CA-2017-106859,"2017-03-13 00:00:00",288.24,3
BF-11215,CA-2017-106859,"2017-03-13 00:00:00",90.8,4
BF-11215,CA-2017-106859,"2017-03-13 00:00:00",214.95,5
BF-11215,CA-2017-106859,"2017-03-13 00:00:00",140.736,6
BF-11215,CA-2017-106859,"2017-03-13 00:00:00",45.36,7
BF-11215,CA-2017-102729,"2017-10-26 00:00:00",55.616,8
BF-11275,CA-2014-148040,"2014-03-22 00:00:00",74.352,1
BF-11275,CA-2014-148040,"2014-03-22 00:00:00",314.352,2
BF-11275,CA-2017-169012,"2017-07-10 00:00:00",41.91,3
BF-11275,CA-2017-161130,"2017-11-03 00:00:00",361.376,4
BG-11035,US-2014-114377,"2014-11-05 00:00:00",149.9,1
BG-11035,CA-2014-155390,"2014-12-06 00:00:00",42.208,2
BG-11035,CA-2015-141565,"2015-09-20 00:00:00",1369.764,3
BG-11035,CA-2015-141565,"2015-09-20 00:00:00",294.368,4
BG-11035,CA-2015-120901,"2015-12-31 00:00:00",152.688,5
BG-11035,CA-2015-120901,"2015-12-31 00:00:00",5.888,6
BG-11035,CA-2015-120901,"2015-12-31 00:00:00",3.488,7
BG-11035,CA-2016-134110,"2016-11-17 00:00:00",67.176,8
BG-11035,CA-2016-134110,"2016-11-17 00:00:00",15.232,9
BG-11035,CA-2017-117198,"2017-08-31 00:00:00",659.9,10
BG-11035,CA-2017-169005,"2017-11-02 00:00:00",5.56,11
BG-11035,CA-2017-165715,"2017-12-02 00:00:00",32.776,12
BG-11695,CA-2014-127523,"2014-05-11 00:00:00",35.91,1
BG-11695,CA-2015-108588,"2015-01-05 00:00:00",13.168,2
BG-11695,CA-2015-108588,"2015-01-05 00:00:00",59.52,3
BG-11695,CA-2015-108588,"2015-01-05 00:00:00",17.48,4
BG-11695,CA-2016-153682,"2016-05-30 00:00:00",839.988,5
BG-11695,US-2016-162852,"2016-12-27 00:00:00",845.488,6
BG-11695,CA-2017-121412,"2017-09-23 00:00:00",29.328,7
BG-11695,CA-2017-105543,"2017-11-24 00:00:00",33.29,8
BG-11740,CA-2014-164749,"2014-03-23 00:00:00",9.912,1
BG-11740,CA-2015-154200,"2015-06-18 00:00:00",51.98,2
BG-11740,CA-2016-165995,"2016-08-30 00:00:00",47.04,3
BG-11740,CA-2016-165995,"2016-08-30 00:00:00",339.96,4
BG-11740,CA-2016-145240,"2016-09-06 00:00:00",10.784,5
BG-11740,CA-2017-119389,"2017-04-17 00:00:00",60.312,6
BG-11740,CA-2017-135419,"2017-11-03 00:00:00",486.368,7
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",907.152,1
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",7.28,2
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",48.86,3
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",911.424,4
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",18.504,5
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",1706.184,6
BH-11710,CA-2014-115812,"2014-06-09 00:00:00",114.9,7
BH-11710,US-2014-140914,"2014-11-11 00:00:00",797.944,8
BH-11710,US-2014-140914,"2014-11-11 00:00:00",10.984,9
BH-11710,US-2015-130491,"2015-02-08 00:00:00",5.76,10
BH-11710,US-2015-130491,"2015-02-08 00:00:00",5.81,11
BH-11710,US-2015-130491,"2015-02-08 00:00:00",9.54,12
BH-11710,CA-2015-149300,"2015-11-22 00:00:00",32.985,13
BH-11710,CA-2016-112123,"2016-03-03 00:00:00",479.95,14
BH-11710,CA-2016-112123,"2016-03-03 00:00:00",166.44,15
BH-11710,CA-2016-112123,"2016-03-03 00:00:00",447.86,16
BH-11710,CA-2017-127306,"2017-01-14 00:00:00",2.508,17
BH-11710,CA-2017-127306,"2017-01-14 00:00:00",5.97,18
BH-11710,CA-2017-127306,"2017-01-14 00:00:00",18.336,19
BH-11710,CA-2017-127306,"2017-01-14 00:00:00",36.288,20
BH-11710,CA-2017-127306,"2017-01-14 00:00:00",111.984,21
BH-11710,CA-2017-112865,"2017-05-18 00:00:00",36.048,22
BH-11710,CA-2017-135587,"2017-12-07 00:00:00",52,23
BH-11710,CA-2017-135587,"2017-12-07 00:00:00",320.64,24
BK-11260,CA-2014-125612,"2014-08-03 00:00:00",102.3,1
BK-11260,CA-2014-125612,"2014-08-03 00:00:00",21.36,2
BK-11260,CA-2014-125612,"2014-08-03 00:00:00",39.96,3
BK-11260,US-2014-140452,"2014-12-06 00:00:00",214.95,4
BK-11260,US-2014-140452,"2014-12-06 00:00:00",10.776,5
BK-11260,US-2014-140452,"2014-12-06 00:00:00",14.016,6
BK-11260,US-2014-140452,"2014-12-06 00:00:00",4.6,7
BK-11260,US-2014-140452,"2014-12-06 00:00:00",35.168,8
BK-11260,US-2014-140452,"2014-12-06 00:00:00",35.04,9
BK-11260,CA-2015-113110,"2015-03-19 00:00:00",14.62,10
BK-11260,CA-2015-113110,"2015-03-19 00:00:00",17.568,11
BK-11260,CA-2015-113110,"2015-03-19 00:00:00",33.36,12
BK-11260,CA-2015-113110,"2015-03-19 00:00:00",40.14,13
BK-11260,CA-2016-130799,"2016-11-11 00:00:00",6.96,14
BK-11260,CA-2017-117009,"2017-09-22 00:00:00",21.96,15
BK-11260,CA-2017-151183,"2017-10-14 00:00:00",46.36,16
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",143.976,1
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",1740.06,2
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",177.98,3
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",32.064,4
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",275.928,5
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",8159.952,6
BM-11140,CA-2014-139892,"2014-09-08 00:00:00",9.936,7
BM-11140,CA-2016-106278,"2016-09-02 00:00:00",65.94,8
BM-11140,CA-2016-106278,"2016-09-02 00:00:00",215.976,9
BM-11140,CA-2016-126004,"2016-12-04 00:00:00",193.86,10
BM-11140,CA-2016-126004,"2016-12-04 00:00:00",113.79,11
BM-11140,CA-2016-126004,"2016-12-04 00:00:00",78.15,12
BM-11140,CA-2016-126004,"2016-12-04 00:00:00",1.728,13
BM-11140,CA-2016-126004,"2016-12-04 00:00:00",40.56,14
BM-11140,CA-2016-126004,"2016-12-04 00:00:00",182.94,15
BM-11140,CA-2017-121706,"2017-02-26 00:00:00",356.79,16
BM-11575,CA-2015-105102,"2015-09-15 00:00:00",12.96,1
BM-11575,CA-2015-105102,"2015-09-15 00:00:00",79.872,2
BM-11575,CA-2015-105102,"2015-09-15 00:00:00",46.384,3
BM-11575,CA-2016-160304,"2016-01-02 00:00:00",173.94,4
BM-11575,CA-2016-160304,"2016-01-02 00:00:00",231.98,5
BM-11575,CA-2016-142615,"2016-11-20 00:00:00",27.88,6
BM-11575,US-2017-129203,"2017-04-17 00:00:00",195.136,7
BM-11575,CA-2017-155642,"2017-05-18 00:00:00",1.892,8
BM-11575,CA-2017-155642,"2017-05-18 00:00:00",22.608,9
BM-11575,CA-2017-165155,"2017-09-21 00:00:00",15.51,10
BM-11650,CA-2014-165379,"2014-07-09 00:00:00",10.368,1
BM-11650,CA-2014-165379,"2014-07-09 00:00:00",14.352,2
BM-11650,CA-2014-125514,"2014-09-21 00:00:00",25.96,3
BM-11650,CA-2014-125514,"2014-09-21 00:00:00",6.48,4
BM-11650,CA-2014-125514,"2014-09-21 00:00:00",36.27,5
BM-11650,US-2014-134733,"2014-09-23 00:00:00",435.999,6
BM-11650,US-2014-134733,"2014-09-23 00:00:00",83.984,7
BM-11650,CA-2015-124107,"2015-10-09 00:00:00",29.16,8
BM-11650,CA-2015-124107,"2015-10-09 00:00:00",29.403,9
BM-11650,CA-2015-124107,"2015-10-09 00:00:00",57.96,10
BM-11650,CA-2015-124107,"2015-10-09 00:00:00",619.95,11
BM-11650,CA-2015-100454,"2015-11-20 00:00:00",60.45,12
BM-11650,CA-2015-100454,"2015-11-20 00:00:00",11.52,13
BM-11650,CA-2015-100454,"2015-11-20 00:00:00",186.048,14
BM-11650,CA-2016-163202,"2016-09-27 00:00:00",2.907,15
BM-11650,CA-2017-167101,"2017-03-24 00:00:00",26,16
BM-11650,CA-2017-167101,"2017-03-24 00:00:00",221.92,17
BM-11650,CA-2017-149048,"2017-05-13 00:00:00",587.97,18
BM-11650,CA-2017-149048,"2017-05-13 00:00:00",180.96,19
BM-11650,CA-2017-149048,"2017-05-13 00:00:00",14.94,20
BM-11650,CA-2017-149048,"2017-05-13 00:00:00",530.34,21
BM-11650,CA-2017-149048,"2017-05-13 00:00:00",914.97,22
BM-11650,CA-2017-152912,"2017-11-09 00:00:00",9.64,23
BM-11650,CA-2017-152912,"2017-11-09 00:00:00",826.62,24
BM-11650,CA-2017-152912,"2017-11-09 00:00:00",544.38,25
BM-11650,CA-2017-152912,"2017-11-09 00:00:00",1633.14,26
BM-11650,CA-2017-121678,"2017-11-16 00:00:00",1.824,27
BM-11650,CA-2017-102519,"2017-11-27 00:00:00",46.94,28
BM-11650,CA-2017-102519,"2017-11-27 00:00:00",143.73,29
BM-11785,CA-2014-133270,"2014-06-06 00:00:00",13.36,1
BM-11785,CA-2014-106971,"2014-09-02 00:00:00",475.944,2
BM-11785,CA-2014-116568,"2014-12-14 00:00:00",186.304,3
BM-11785,CA-2015-165813,"2015-03-20 00:00:00",29.304,4
BM-11785,CA-2015-160787,"2015-09-25 00:00:00",2.946,5
BM-11785,US-2015-157014,"2015-10-03 00:00:00",24,6
BM-11785,US-2015-157014,"2015-10-03 00:00:00",35.49,7
BM-11785,US-2015-157014,"2015-10-03 00:00:00",47.984,8
BM-11785,US-2015-157014,"2015-10-03 00:00:00",32.07,9
BM-11785,CA-2016-105473,"2016-04-16 00:00:00",28.8,10
BM-11785,CA-2016-101966,"2016-07-14 00:00:00",419.944,11
BM-11785,CA-2016-117660,"2016-12-30 00:00:00",5.904,12
BM-11785,CA-2016-117660,"2016-12-30 00:00:00",13.712,13
BM-11785,CA-2017-152968,"2017-05-26 00:00:00",23.08,14
BN-11470,CA-2014-138527,"2014-09-12 00:00:00",15.216,1
BN-11470,CA-2014-138527,"2014-09-12 00:00:00",166.84,2
BN-11470,CA-2014-138527,"2014-09-12 00:00:00",10.368,3
BN-11470,CA-2015-106215,"2015-04-16 00:00:00",12.576,4
BN-11470,CA-2017-114370,"2017-03-14 00:00:00",49.616,5
BN-11470,US-2017-149006,"2017-12-06 00:00:00",10.68,6
BN-11515,CA-2014-118339,"2014-03-17 00:00:00",93.78,1
BN-11515,CA-2014-118339,"2014-03-17 00:00:00",35.88,2
BN-11515,CA-2014-118339,"2014-03-17 00:00:00",53.4,3
BN-11515,CA-2014-118339,"2014-03-17 00:00:00",19.68,4
BN-11515,CA-2014-118339,"2014-03-17 00:00:00",47.18,5
BN-11515,CA-2014-103940,"2014-09-17 00:00:00",35.34,6
BN-11515,CA-2014-103940,"2014-09-17 00:00:00",30.28,7
BN-11515,CA-2014-103940,"2014-09-17 00:00:00",57.93,8
BN-11515,CA-2014-103940,"2014-09-17 00:00:00",137.24,9
BN-11515,CA-2016-169943,"2016-05-19 00:00:00",242.9,10
BN-11515,CA-2016-169943,"2016-05-19 00:00:00",454.9,11
BN-11515,CA-2016-169943,"2016-05-19 00:00:00",35.92,12
BN-11515,CA-2016-169943,"2016-05-19 00:00:00",39.76,13
BN-11515,CA-2016-169943,"2016-05-19 00:00:00",47.744,14
BN-11515,CA-2017-131625,"2017-09-01 00:00:00",114.9,15
BN-11515,CA-2017-163405,"2017-12-21 00:00:00",6.63,16
BN-11515,CA-2017-163405,"2017-12-21 00:00:00",5.88,17
BO-11350,CA-2016-105207,"2016-01-03 00:00:00",1592.85,1
BO-11350,CA-2016-105207,"2016-01-03 00:00:00",11.88,2
BO-11350,CA-2016-137204,"2016-04-28 00:00:00",41.568,3
BO-11350,CA-2017-128076,"2017-02-02 00:00:00",30.96,4
BO-11350,CA-2017-128076,"2017-02-02 00:00:00",210.58,5
BO-11350,CA-2017-128076,"2017-02-02 00:00:00",239.984,6
BO-11350,CA-2017-132199,"2017-05-03 00:00:00",373.47,7
BO-11350,CA-2017-132199,"2017-05-03 00:00:00",26.388,8
BO-11350,CA-2017-132199,"2017-05-03 00:00:00",32.448,9
BO-11350,CA-2017-132199,"2017-05-03 00:00:00",8,10
BO-11350,CA-2017-132199,"2017-05-03 00:00:00",64.2,11
BO-11350,CA-2017-144883,"2017-08-15 00:00:00",50.4,12
BO-11425,CA-2015-136658,"2015-09-10 00:00:00",6.08,1
BO-11425,CA-2017-158386,"2017-10-16 00:00:00",124.75,2
BP-11050,US-2014-154655,"2014-10-12 00:00:00",22.24,1
BP-11050,CA-2016-160535,"2016-11-25 00:00:00",563.4,2
BP-11050,CA-2016-160535,"2016-11-25 00:00:00",319.92,3
BP-11050,CA-2016-108364,"2016-12-19 00:00:00",1.8,4
BP-11050,CA-2017-143084,"2017-03-18 00:00:00",19.4,5
BP-11050,CA-2017-143084,"2017-03-18 00:00:00",13.9,6
BP-11050,CA-2017-151596,"2017-10-08 00:00:00",42.76,7
BP-11095,US-2014-134971,"2014-06-07 00:00:00",12.462,1
BP-11095,CA-2014-137911,"2014-10-09 00:00:00",88.768,2
BP-11095,CA-2014-146990,"2014-11-07 00:00:00",5.92,3
BP-11095,CA-2014-146990,"2014-11-07 00:00:00",30.18,4
BP-11095,CA-2014-162992,"2014-12-19 00:00:00",14.62,5
BP-11095,CA-2014-162992,"2014-12-19 00:00:00",22.55,6
BP-11095,CA-2014-162992,"2014-12-19 00:00:00",583.8,7
BP-11095,CA-2014-162992,"2014-12-19 00:00:00",211.168,8
BP-11095,CA-2015-138219,"2015-03-23 00:00:00",33.36,9
BP-11095,CA-2015-148180,"2015-07-26 00:00:00",9.144,10
BP-11095,CA-2015-148180,"2015-07-26 00:00:00",99.2,11
BP-11095,CA-2015-148180,"2015-07-26 00:00:00",23.136,12
BP-11095,CA-2016-156811,"2016-10-27 00:00:00",25.032,13
BP-11095,CA-2016-156811,"2016-10-27 00:00:00",43.92,14
BP-11095,CA-2017-105445,"2017-02-20 00:00:00",9.432,15
BP-11095,CA-2017-161851,"2017-04-15 00:00:00",15.57,16
BP-11095,CA-2017-160325,"2017-09-24 00:00:00",391.98,17
BP-11095,CA-2017-160325,"2017-09-24 00:00:00",437.85,18
BP-11095,CA-2017-137365,"2017-11-30 00:00:00",95.976,19
BP-11095,CA-2017-135377,"2017-12-13 00:00:00",287.976,20
BP-11155,CA-2015-158491,"2015-06-04 00:00:00",119.98,1
BP-11155,CA-2015-158491,"2015-06-04 00:00:00",989.97,2
BP-11155,CA-2016-154767,"2016-06-28 00:00:00",275.24,3
BP-11155,CA-2016-154767,"2016-06-28 00:00:00",121.96,4
BP-11155,CA-2016-154767,"2016-06-28 00:00:00",61.96,5
BP-11155,CA-2016-154767,"2016-06-28 00:00:00",7.96,6
BP-11155,CA-2016-154767,"2016-06-28 00:00:00",8.74,7
BP-11155,CA-2017-156139,"2016-12-31 00:00:00",38.376,8
BP-11155,US-2017-154851,"2017-03-30 00:00:00",5.715,9
BP-11155,CA-2017-128629,"2017-07-10 00:00:00",18.84,10
BP-11155,CA-2017-147564,"2017-10-02 00:00:00",49.12,11
BP-11185,US-2015-112508,"2015-03-24 00:00:00",6.992,1
BP-11185,CA-2015-166219,"2015-08-28 00:00:00",103.481,2
BP-11185,CA-2015-166219,"2015-08-28 00:00:00",1099.96,3
BP-11185,CA-2016-158211,"2016-01-04 00:00:00",104.58,4
BP-11185,CA-2016-158211,"2016-01-04 00:00:00",4.672,5
BP-11185,CA-2016-142902,"2016-09-12 00:00:00",15.136,6
BP-11185,CA-2016-142902,"2016-09-12 00:00:00",6.264,7
BP-11185,CA-2016-142902,"2016-09-12 00:00:00",15.232,8
BP-11185,CA-2016-142902,"2016-09-12 00:00:00",466.768,9
BP-11185,CA-2016-115574,"2016-12-23 00:00:00",141.372,10
BP-11185,CA-2017-130036,"2017-08-27 00:00:00",1119.888,11
BP-11185,CA-2017-130036,"2017-08-27 00:00:00",12.672,12
BP-11185,CA-2017-167150,"2017-12-10 00:00:00",65.568,13
BP-11185,CA-2017-167150,"2017-12-10 00:00:00",19.936,14
BP-11185,US-2017-140907,"2017-12-10 00:00:00",324.9,15
BP-11185,US-2017-140907,"2017-12-10 00:00:00",49.08,16
BP-11185,US-2017-140907,"2017-12-10 00:00:00",18.24,17
BP-11185,CA-2017-146626,"2017-12-29 00:00:00",101.12,18
BP-11230,CA-2014-101462,"2014-04-20 00:00:00",59.92,1
BP-11230,CA-2015-135174,"2015-04-30 00:00:00",1022.97,2
BP-11230,CA-2016-141551,"2016-09-24 00:00:00",6.48,3
BP-11230,CA-2016-141551,"2016-09-24 00:00:00",6.38,4
BP-11230,US-2016-116442,"2016-12-15 00:00:00",14.76,5
BP-11230,CA-2017-142888,"2017-11-21 00:00:00",70.98,6
BP-11290,CA-2014-153976,"2014-10-03 00:00:00",258.279,1
BP-11290,CA-2016-142398,"2016-04-12 00:00:00",638.288,2
BP-11290,CA-2016-142398,"2016-04-12 00:00:00",13.208,3
BP-11290,CA-2016-150483,"2016-05-31 00:00:00",10.368,4
BP-11290,CA-2016-150483,"2016-05-31 00:00:00",191.079,5
BP-11290,CA-2016-150483,"2016-05-31 00:00:00",32.064,6
BP-11290,CA-2016-150483,"2016-05-31 00:00:00",18.496,7
BP-11290,CA-2016-142895,"2016-07-21 00:00:00",6.264,8
BP-11290,CA-2016-142895,"2016-07-21 00:00:00",363.92,9
BP-11290,CA-2017-154760,"2017-01-09 00:00:00",274.491,10
BP-11290,CA-2017-137505,"2017-11-24 00:00:00",364.08,11
BP-11290,CA-2017-137505,"2017-11-24 00:00:00",71.088,12
BP-11290,CA-2017-156664,"2017-12-18 00:00:00",7.236,13
BP-11290,CA-2017-156664,"2017-12-18 00:00:00",4.824,14
BP-11290,CA-2017-156664,"2017-12-18 00:00:00",91.36,15
BP-11290,CA-2017-156664,"2017-12-18 00:00:00",130.112,16
BS-11365,US-2014-148194,"2014-05-04 00:00:00",57.68,1
BS-11365,US-2014-148194,"2014-05-04 00:00:00",12.18,2
BS-11365,US-2014-143581,"2014-08-19 00:00:00",344.91,3
BS-11365,CA-2014-168130,"2014-09-19 00:00:00",887.103,4
BS-11365,US-2016-107440,"2016-04-16 00:00:00",25.3,5
BS-11365,US-2016-107440,"2016-04-16 00:00:00",9099.93,6
BS-11365,US-2016-107440,"2016-04-16 00:00:00",9.96,7
BS-11365,CA-2016-149965,"2016-06-20 00:00:00",57.69,8
BS-11365,CA-2016-149965,"2016-06-20 00:00:00",6.9,9
BS-11380,US-2014-134712,"2014-11-29 00:00:00",12.624,1
BS-11380,CA-2015-142475,"2015-12-03 00:00:00",590.352,2
BS-11380,CA-2017-116288,"2017-03-12 00:00:00",242.94,3
BS-11380,CA-2017-160633,"2017-11-16 00:00:00",86.352,4
BS-11380,CA-2017-160633,"2017-11-16 00:00:00",139.96,5
BS-11380,CA-2017-160633,"2017-11-16 00:00:00",899.982,6
BS-11380,US-2017-112347,"2017-12-02 00:00:00",114.288,7
BS-11380,US-2017-112347,"2017-12-02 00:00:00",36.624,8
BS-11380,US-2017-112347,"2017-12-02 00:00:00",508.704,9
BS-11380,US-2017-112347,"2017-12-02 00:00:00",57.36,10
BS-11380,US-2017-112347,"2017-12-02 00:00:00",906.68,11
BS-11380,US-2017-112347,"2017-12-02 00:00:00",49.616,12
BS-11380,US-2017-112347,"2017-12-02 00:00:00",242.352,13
BS-11590,CA-2014-149524,"2014-01-14 00:00:00",61.96,1
BS-11590,CA-2014-107398,"2014-08-25 00:00:00",6.528,2
BS-11590,CA-2014-107398,"2014-08-25 00:00:00",20.856,3
BS-11590,CA-2014-107398,"2014-08-25 00:00:00",2.862,4
BS-11590,CA-2014-106376,"2014-12-05 00:00:00",167.968,5
BS-11590,CA-2014-106376,"2014-12-05 00:00:00",1113.024,6
BS-11590,US-2015-109015,"2015-09-06 00:00:00",337.98,7
BS-11590,US-2015-109015,"2015-09-06 00:00:00",8.39,8
BS-11590,CA-2016-105900,"2016-09-17 00:00:00",33.4,9
BS-11590,US-2017-109610,"2017-11-25 00:00:00",701.96,10
BS-11665,CA-2014-126032,"2014-06-23 00:00:00",86.376,1
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",32.4,2
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",225.568,3
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",36.6,4
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",777.21,5
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",415.968,6
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",80.96,7
BS-11665,CA-2015-126725,"2015-11-17 00:00:00",304.9,8
BS-11665,CA-2016-101791,"2016-05-27 00:00:00",5.584,9
BS-11665,CA-2016-101791,"2016-05-27 00:00:00",1297.368,10
BS-11665,CA-2016-101791,"2016-05-27 00:00:00",25.176,11
BS-11755,CA-2014-103373,"2014-05-18 00:00:00",779.796,1
BS-11755,CA-2014-133690,"2014-08-03 00:00:00",2.6,2
BS-11755,CA-2014-133690,"2014-08-03 00:00:00",218.75,3
BS-11755,CA-2015-126137,"2015-10-03 00:00:00",120.666,4
BS-11755,CA-2016-156748,"2016-11-30 00:00:00",33.36,5
BS-11755,CA-2016-156748,"2016-11-30 00:00:00",496.86,6
BS-11755,CA-2016-156748,"2016-11-30 00:00:00",13.76,7
BS-11755,CA-2016-156748,"2016-11-30 00:00:00",389.97,8
BS-11755,CA-2017-135069,"2017-04-10 00:00:00",195.104,9
BS-11755,CA-2017-135069,"2017-04-10 00:00:00",36.672,10
BS-11755,CA-2017-123778,"2017-09-23 00:00:00",160.96,11
BS-11755,CA-2017-123778,"2017-09-23 00:00:00",25.824,12
BS-11755,CA-2017-130631,"2017-12-29 00:00:00",68.46,13
BS-11755,CA-2017-130631,"2017-12-29 00:00:00",19.6,14
BS-11800,CA-2015-122371,"2015-09-26 00:00:00",124.46,1
BS-11800,CA-2015-122371,"2015-09-26 00:00:00",64.17,2
BS-11800,CA-2017-135279,"2017-04-09 00:00:00",12.96,3
BS-11800,CA-2017-135279,"2017-04-09 00:00:00",9.82,4
BS-11800,CA-2017-135279,"2017-04-09 00:00:00",35.97,5
BS-11800,CA-2017-135279,"2017-04-09 00:00:00",501.81,6
BS-11800,CA-2017-135279,"2017-04-09 00:00:00",8.64,7
BS-11800,CA-2017-135279,"2017-04-09 00:00:00",191.6,8
BT-11305,CA-2014-166954,"2014-04-25 00:00:00",303.25,1
BT-11305,CA-2014-166954,"2014-04-25 00:00:00",270.72,2
BT-11305,CA-2014-166954,"2014-04-25 00:00:00",1487.04,3
BT-11305,CA-2015-138002,"2015-09-06 00:00:00",6.096,4
BT-11305,CA-2015-138002,"2015-09-06 00:00:00",191.82,5
BT-11305,CA-2015-103723,"2015-12-01 00:00:00",13.9,6
BT-11305,CA-2015-153612,"2015-12-22 00:00:00",17.12,7
BT-11305,CA-2017-115994,"2017-01-28 00:00:00",239.97,8
BT-11305,CA-2017-115994,"2017-01-28 00:00:00",37.74,9
BT-11395,CA-2014-107769,"2014-10-28 00:00:00",257.98,1
BT-11395,CA-2015-111325,"2015-02-27 00:00:00",4.419,2
