order_id,customer_id,order_date,status,region_code
ORD00396,CUST0271,2024-10-27 19:38:45,DELIVERED,WEST
ORD00397,CUST0139,28-08-2024,DELIVERED,SOUTH
ORD00398,CUST0239,2023-12-11 03:48:28,CANCELLED,WEST
ORD00399,CUST0415,2023-12-20 01:54:19,RETURNED,EAST
ORD00400,CUST0266,2023-06-04 02:25:53,DELIVERED,NORTH
ORD00401,CUST0342,2023-04-17 18:42:00,SHIPPED,WEST
ORD00402,CUST0313,2024-05-22 09:00:42,SHIPPED,EAST
ORD00403,CUST0062,2024-09-19 17:57:42,DELIVERED,EAST
ORD00404,CUST0069,2024-03-08 03:07:10,SHIPPED,WEST
ORD00405,CUST0064,27-11-2024,SHIPPED,EAST
ORD00406,CUST0352,2023-06-12 17:19:51,RETURNED,EAST
ORD00407,CUST0127,2024-08-28 04:56:58,DELIVERED,EAST
ORD00408,CUST0108,2023-06-09 12:22:36,PLACED,EAST
ORD00409,CUST0385,2023-05-28 13:54:31,DELIVERED,SOUTH
ORD00410,CUST0480,2023-12-08 07:21:36,CANCELLED,SOUTH
ORD00411,CUST0176,2024-03-30 12:04:36,SHIPPED,NORTH
ORD00412,CUST0245,2023-07-14 07:23:21,DELIVERED,WEST
ORD00413,CUST0421,2023-08-06 13:30:58,DELIVERED,EAST
ORD00414,CUST0239,2024-12-29 10:25:55,RETURNED,NORTH
ORD00415,CUST0260,2024-12-13 16:59:44,PLACED,SOUTH
ORD00416,CUST0224,2023-10-25 19:27:56,DELIVERED,EAST
ORD00417,CUST0208,03-11-2024,CANCELLED,EAST
ORD00418,CUST0002,2023-08-19 22:22:27,DELIVERED,WEST
ORD00419,CUST0366,2023-08-30 10:36:42,SHIPPED,EAST
ORD00420,CUST0371,2024-10-30 10:37:09,RETURNED,NORTH
ORD00421,CUST0497,2023-01-31 02:37:14,PLACED,EAST
ORD00422,CUST0186,2024-09-10 23:49:59,RETURNED,NORTH
ORD00423,CUST0145,16-09-2023,CANCELLED,EAST
ORD00424,CUST0129,2024-04-05 00:45:22,DELIVERED,WEST
ORD00425,CUST0391,2024-08-05 10:26:58,CANCELLED,WEST
ORD00426,CUST0193,2024-01-07 08:35:35,CANCELLED,EAST
ORD00427,CUST0009,2024-10-05 13:11:48,CANCELLED,EAST
ORD00428,CUST0335,2023-09-21 02:38:17,DELIVERED,WEST
ORD00429,CUST0308,2023-11-16 19:56:55,PLACED,WEST
ORD00430,CUST0361,2024-05-27 05:08:05,DELIVERED,EAST
ORD00431,CUST0374,2023-04-08 05:41:28,RETURNED,EAST
ORD00432,CUST0083,2023-06-10 20:32:43,DELIVERED,NORTH
ORD00433,CUST0154,2023-10-29 12:34:59,PLACED,NORTH
ORD00434,CUST0044,2023-04-13 17:06:20,RETURNED,EAST
ORD00435,CUST0026,2023-08-12 15:13:48,CANCELLED,SOUTH
ORD00436,CUST0121,2023-01-21 16:25:01,PLACED,SOUTH
ORD00437,CUST0439,2023-07-14 06:44:24,CANCELLED,NORTH
ORD00438,CUST0423,2023-10-15 10:25:34,CANCELLED,EAST
ORD00439,CUST0152,2024-09-13 05:21:39,PLACED,WEST
ORD00440,CUST0013,2023-02-22 09:37:04,SHIPPED,EAST
ORD00441,CUST0383,2023-12-28 23:13:49,CANCELLED,WEST
ORD00442,CUST0168,2023-06-14 16:27:51,RETURNED,WEST
ORD00443,CUST0274,2023-01-15 04:03:08,RETURNED,NORTH
ORD00444,CUST0444,2024-08-01 09:42:12,SHIPPED,WEST
ORD00445,CUST0318,02-12-2024,RETURNED,WEST
ORD00446,CUST0083,2024-01-06 17:17:01,SHIPPED,WEST
ORD00447,CUST0192,2024-11-17 00:36:48,PLACED,NORTH
ORD00448,CUST0172,2024-08-30 06:21:01,RETURNED,WEST
ORD00449,CUST0402,2023-03-14 22:41:59,RETURNED,NORTH
ORD00450,CUST0376,2024-02-01 17:49:14,DELIVERED,WEST
ORD00451,CUST0178,2023-11-14 07:54:53,CANCELLED,EAST
ORD00452,CUST0152,2024-06-08 08:28:38,RETURNED,EAST
ORD00453,CUST0004,2023-10-06 21:22:07,RETURNED,NORTH
ORD00454,CUST0497,2024-08-28 10:20:56,CANCELLED,WEST
ORD00455,CUST0169,2024-03-22 05:58:20,RETURNED,WEST
ORD00456,CUST0426,2024-07-22 18:45:09,DELIVERED,EAST
ORD00457,CUST0058,2024-02-28 19:54:25,SHIPPED,WEST
ORD00458,CUST0092,2024-05-09 19:30:14,PLACED,EAST
ORD00459,CUST0243,2023-11-09 18:18:04,DELIVERED,NORTH
ORD00460,CUST0478,2023-12-09 01:11:36,RETURNED,NORTH
ORD00461,CUST0478,2023-04-02 09:18:04,PLACED,WEST
ORD00462,CUST0192,2023-05-29 16:48:40,RETURNED,WEST
ORD00463,CUST0052,2024-10-15 14:45:44,RETURNED,SOUTH
ORD00464,CUST0382,2024-10-03 15:43:12,SHIPPED,SOUTH
ORD00465,CUST0146,2023-03-04 08:41:44,SHIPPED,WEST
ORD00466,CUST0025,2023-05-22 15:06:19,SHIPPED,SOUTH
ORD00467,CUST0220,2023-03-30 00:20:32,PLACED,SOUTH
ORD00468,CUST0482,2024-03-09 18:33:41,CANCELLED,EAST
ORD00469,CUST0402,30-04-2023,SHIPPED,SOUTH
ORD00470,CUST0354,20-07-2023,CANCELLED,EAST
ORD00471,CUST0024,2023-03-10 02:16:54,DELIVERED,EAST
ORD00472,CUST0386,2023-03-14 04:35:02,DELIVERED,NORTH
ORD00473,CUST0019,2023-09-15 05:52:00,PLACED,NORTH
ORD00474,CUST0337,2023-11-03 18:51:58,DELIVERED,SOUTH
ORD00475,CUST0157,2024-05-30 13:00:43,SHIPPED,WEST
ORD00476,CUST0398,2023-11-12 16:36:07,DELIVERED,SOUTH
ORD00477,CUST0125,2024-07-09 01:21:03,RETURNED,NORTH
ORD00478,CUST0464,2024-08-10 18:19:49,DELIVERED,NORTH
ORD00479,CUST0214,2023-04-24 03:16:56,DELIVERED,WEST
ORD00480,CUST0275,2024-02-01 21:45:35,PLACED,WEST
ORD00481,CUST0203,2024-02-25 20:40:59,SHIPPED,NORTH
ORD00482,CUST0374,2023-01-28 02:40:46,PLACED,EAST
ORD00483,CUST0059,2024-12-25 13:14:55,CANCELLED,SOUTH
ORD00484,CUST0199,07-05-2023,DELIVERED,SOUTH
ORD00485,CUST0377,2023-06-03 14:01:25,SHIPPED,EAST
ORD00486,CUST0436,2023-06-24 14:26:12,CANCELLED,NORTH
ORD00487,CUST0375,2024-07-26 12:42:55,DELIVERED,EAST
ORD00488,CUST0212,2024-03-07 09:17:40,PLACED,EAST
ORD00489,CUST0403,2023-10-28 06:52:03,SHIPPED,EAST
ORD00490,CUST0121,2023-10-25 12:50:02,PLACED,SOUTH
ORD00491,CUST0070,2023-06-01 06:40:13,PLACED,SOUTH
ORD00492,CUST0315,2023-01-09 21:57:35,PLACED,EAST
ORD00493,CUST0187,2023-03-29 09:01:43,CANCELLED,EAST
ORD00494,CUST0166,2023-10-02 13:54:44,SHIPPED,WEST
ORD00495,CUST0496,2024-10-26 02:24:59,DELIVERED,SOUTH
ORD00496,CUST0331,28-03-2024,CANCELLED,NORTH
ORD00497,CUST0306,2024-09-08 08:26:41,CANCELLED,EAST
ORD00498,CUST0017,2023-06-17 11:30:04,SHIPPED,WEST
ORD00499,CUST0068,2024-10-21 19:59:14,DELIVERED,NORTH
ORD00500,CUST0454,2024-10-17 01:49:28,PLACED,WEST
